Key	Type	Desc	English	Français
Items/WormSegment	Text		Nilipede	Nilipede
Items/WovenMat	Text		Woven Mat	Tapis tissé
Items/WovenMatDesc	Text		Groundcover made from a net of firm plants.	Couvre-sol constitué d'un filet de plantes fermes.
Items/WovenStrawFloor	Text		Woven Straw Floor	Sol en paille tissée
Items/WovenStrawFloorDesc	Text		A reinforced floor, woven from meadow straw.	Un plancher renforcé, tissé avec de la paille de prairie.
Items/YellowBlisterHead	Text		Yellow Blister Head	Tête de boursouflure jaune
Items/YellowBlisterHeadDesc	Text		A fish with large yellow bubbles on its head.	Un poisson avec de grosses bulles jaunes sur la tête.
Items/YellowFirefly	Text		Yellow Glowbug	Luciole jaune
Items/YellowFireflyDesc	Text		This flying bug always appears in swarms which appear as dancing lights. Its yellow glow is biome-specific.	Cet insecte volant apparaît toujours en essaims qui apparaissent comme des lumières dansantes. Sa lueur jaune est spécifique au biome.
Items/YellowKelp	Text		Yellow Kelp	Algue jaune
Items/YellowKelpDesc	Text		A yellow lump of marine plants, not that useful.	Un morceau jaune de plantes marines, pas si utile.
JoinDiscord	Text		Join the Core Keeper Discord Server	Rejoignez le serveur Discord Core Keeper
LanguageOption	Text		Language: {0}	Langue: {0}
LeashCattle	Text		Attach to cattle	Attacher au bétail
MapMarkers/DeathMarker	Text	"{0} is replaced with ""You"" or name of other players"	{0} died here	{0} est mort ici
MapMarkers/DeathMarkerThisPlayer	Text		You died here	Vous êtes mort ici
MapMarkers/TheCore	Text		The Core	Le noyau
MapMarkers/You	Text	This is shown when hovering over own player marker in Map	You	Toi
MapMarkers/mustBeAtPortalToTeleportDesc	Text		You must use a portal to teleport here.	Vous devez utiliser un portail pour vous téléporter ici.
MapMarkers/portal	Text		Portal	Portail
MapMarkers/portalGoToDesc	Text		Click to teleport to this portal.	Cliquez pour vous téléporter vers ce portail.
MapMarkers/portalNotReadyDesc	Text		Portal is not ready.	Le portail n'est pas prêt.
MapMarkers/portalStandingAtDesc	Text		You are standing at this portal.	Vous vous tenez à ce portail.
Menu/AdminPlayers	Text		Admin players	Joueurs administrateurs
Menu/AllowJoinByPresence	Text		Allow friends to join without Game ID	Autoriser les amis à rejoindre sans ID de jeu
Menu/AmbientOcclusion	Text		Ambient Occlusion	Occlusion ambiante
Menu/BannedPlayers	Text		Banned players	Joueurs bannis
Menu/Bloom	Text		Bloom	Eclat
Menu/BorderlessFullscreen	Text		Borderless fullscreen	Plein écran sans bordure
Menu/Brightness	Text		Brightness	Luminosité
Menu/CharacterSlot	Text		Character slot	Emplacement de personnage
Menu/CharacterStuck	Text	Option in gameplay settings allowing player to kill themselves in order to get out of a stuck position	My character is stuck!	Mon personnage est coincé!
Menu/CharacterType	Text		Character type	Type de personnage
Menu/ColorOutput	Text		Color Output	Sortie couleur
Menu/ConnectedPlayers	Text		Connected players:	Joueurs connectés:
Menu/ConnectedPlayersWarning	Text		More than {0} players connected. This may cause issues.	Plus de {0} joueurs connectés. Cela peut causer des problèmes.
Menu/CreateWorld	Text		Create world	Créer un monde
Menu/CreatedSaveBackup	Text		Created CoreKeeperSaves.zip on Desktop	Création de CoreKeeperSaves.zip sur le bureau
Menu/Credits	Text		Credits	Crédits
Menu/DeleteCharactersMenu	Text		Delete characters menu	Menu de suppression des personnages
Menu/DeleteCreativeCharactersMenu	Text		Delete creative characters menu	Menu de suppression des personnages Creative
Menu/DeleteOptions	Text		Delete options	Options de suppression
Menu/DeleteProgressOptions	Text		Delete progress options	Options de suppression de progression
Menu/DeleteWorldsMenu	Text		Delete worlds menu	Menu de suppression des mondes
Menu/DisplayOptions	Text		Display settings	Paramètres d'affichage
Menu/DynamicWater	Text		Dynamic water	Eau dynamique
Menu/EnterWorldName	Text		Enter world name...	Entrez le nom du monde...
Menu/ExperimentalPopUp	Text		Core Keeper is currently running in experimental mode. This mode is using a separate set of save files. Your regular save files will still be there when you are back in non-experimental mode.	Core Keeper fonctionne actuellement en mode expérimental. Ce mode utilise un ensemble séparé de fichiers de sauvegarde. Vos fichiers de sauvegarde habituels seront toujours là lorsque vous serez de retour en mode non expérimental.
Menu/FaceMouseDirection	Text	Option that when enabled causes character to face towards mouse on screen, otherwise character faces the direction that player last moved towards	Face mouse direction	Face à la direction de la souris
Menu/Fullscreen	Text		Fullscreen	Plein écran
Menu/GameID	Text	Game ID is used to connect to other players and shown in pause menu while in a game	Game ID: {0}	ID de jeu: {0}
Menu/GameplayOptions	Text		Gameplay settings	Paramètres de jeu
Menu/GetOutOfStuckPositionDialogue	Text		Do you want to kill your character to get out of a stuck position?	Voulez-vous tuer votre personnage pour sortir d'une position bloquée ?
Menu/GiveFeedback	Text		Report bugs / feedback	Signaler des bugs / commentaires
Menu/GraphicsOptions	Text		Graphics settings	Paramètres graphiques
Menu/Hardcore	Text		Hardcore	Hardcore
Menu/HardcoreDesc	Text		Hardcore characters are permanently lost when they die and cannot be revived.	Les personnages en hardcore sont définitivement perdus lorsqu'ils meurent et ne peuvent pas être réanimés.
Menu/JoinGame	Text		Join Game	Rejoindre une partie
Menu/LightQuality	Text		Light quality	Qualité de la lumière
Menu/LocalModMissingClientDialogue	Text		Required mod {0} is missing.	Le mod requis {0} est manquant.
Menu/LocalModMissingServerDialogue	Text		Required mod {0} is missing from server.	Le mod requis {0} est manquant sur le serveur.
Menu/ManagePlayers	Text		Manage players	Gérer les joueurs
Menu/ModMenuPopUp	Text		Thank you for exploring the MODS section! Please note that our mod support is currently work-in-progress. As it's newly released, there might not be many mods available yet. Additionally, using mods may lead to unforeseen issues or behaviors in the game. Use them at your own discretion and enjoy the creative possibilities!	Merci d'avoir exploré la section MODS! Veuillez noter que la prise en charge des mods est actuellement en cours. Comme il s'agit d'une version récente, il se peut qu'il n'y ait pas encore beaucoup de mods disponibles. En outre, l'utilisation de mods peut entraîner des problèmes ou des comportements imprévus dans le jeu. Utilisez-les à votre propre discrétion et profitez des possibilités créatives!
Menu/ModMissingClientDialogue	Text		Required mod {0} is missing. Do you want to install it (needs restart)?	Le mod requis {0} est manquant. Voulez-vous l'installer (nécessite un redémarrage) ?
Menu/ModMissingServerDialogue	Text		Required mod {0} is missing from server. Do you want to disable it (needs restart)?	Le mod requis {0} est manquant sur le serveur. Voulez-vous le désactiver (nécessite un redémarrage) ?
Menu/Mods	Text		Mods	Mods
Menu/MoreInfo	Text		More info	Plus d'informations
Menu/NoAdminsOnline	Text		There are no admins online.	Il n'y a pas d'administrateurs en ligne.
Menu/NoBannedPlayers	Text		No players have been banned.	Aucun joueur n'a été banni.
Menu/ObjectShadows	Text		Object Shadows	Ombres d'objets
Menu/Options	Text		Settings	Paramètres
Menu/OverrideSeason	Text		Override season	Remplacer la saison
Menu/PacketRate	Text		Network packet send rate	Taux d'envoi de paquets par le réseau
Menu/ParticlesQuality	Text		Particles quality	Qualité des particules
Menu/PerformanceOptions	Text		Performance settings	Paramètres de performances
Menu/Ping	Text	Ping to server, shown in pause menu	Ping: {0} ms	Ping: {0} ms
Menu/Quit	Text		Quit	Quitter
Menu/Reflections	Text		Reflections	Reflets
Menu/RestartPendingModChanges	Text		Restarting to install necessary mods.	Redémarrage pour installer les mods nécessaires.
Menu/RestartToApplyModChanges	Text		Pending mod changes requires a restart, do you want to restart now?	Les changements de mods en cours nécessitent un redémarrage, voulez-vous redémarrer maintenant ?
Menu/SelectCharacterType	Text		Select character type	Sélectionnez le type de caractère
Menu/SelectSaveSlotIcon	Text		Select save slot icon	Sélectionnez l'icône de l'emplacement de sauvegarde
Menu/SelectWorld	Text		Select world	Sélectionnez le monde
Menu/SelectWorldMode	Text		Select world mode	Sélectionnez le mode du monde
Menu/ServerSimulationDistance	Text		Server simulation distance	Distance de simulation du serveur
Menu/ServerTickRate	Text		Server tick rate	Taux de tick du serveur
Menu/SettingsNotAvailableNote	Text		Some settings can only be changed in main menu	Certains paramètres ne peuvent être modifiés que dans le menu principal
Menu/ShadowQuality	Text		Shadow quality	La qualité de l'ombre
Menu/ShowCharacterNames	Text		Show character names	Afficher les noms des personnages
Menu/ShowDamageNumbers	Text		Show damage numbers	Afficher les nombres de dégâts
Menu/ShowInGameUI	Text		Show in-game UI	Afficher UI dans le jeu
Menu/ShowKeyHints	Text		Show key hints	Afficher les conseils clés
Menu/ShowMinimap	Text		Show minimap	Afficher la mini-carte
Menu/SquashBugs	Text	This option allows player to toggle off bugs being squashed when player walks on them in game	Squash bugs	Écrasement d’insecte
Menu/Standard	Text	Refers to type of character type such as classic or hardcore	Standard	Standard
Menu/StandardDesc	Text		Standard characters respawn after dying. This is the intended way to play Core Keeper.	Les personnages standard réapparaissent après leur mort. C'est la manière prévue de jouer à Core Keeper.
Menu/StartGame	Text		Start Game	Démarrer jeu
Menu/StreamerMode	Text		Streamer mode	Mode diffusion
Menu/TargetFrameRate	Text		Frame rate target	fréquence d'images cible
Menu/ToggleGuestModeOff	Text		Disable guest mode	Désactiver le mode invité
Menu/ToggleGuestModeOn	Text		Enable guest mode	Activer le mode invité
Menu/UIOptions	Text		UI settings	Paramètres de l'interface utilisateur
Menu/Version	Text		Version: {0} ({1})   |   © Pugstorm AB	Version: {0} ({1}) | © Pugstorm AB
Menu/WindowMode	Text		Window mode	Mode fenêtré
Menu/Windowed	Text		Windowed	Fenêtré
Menu/WorldName	Text		World: {0}	Monde: {0}
Menu/WorldSlot	Text		World slot	Emplacement de monde
Names/BirdBoss	Text		Azeos the Sky Titan	Azeos le titan du ciel
Names/HiveEgg	Text	Name shown on eggs at larva hive boss	Hive Egg	Oeuf de ruche
Names/KingSlime	Text		King Slime	Roi Slime
Names/LarvaBoss	Text		Ghorm the Devourer	Ghorm le Dévoreur
Names/LarvaHiveBoss	Text		The Hive Mother	Ruche-Mère
Names/LarvaHiveHalloweenBoss	Text		Haunted Hive Mother	Ruche-Mère hantée
Names/LavaSlimeBoss	Text		Igneous the Molten Mass	Igneous la masse en fusion
Names/OctopusBoss	Text		Omoroth the Sea Titan	Omoroth le titan des mers
Names/PoisonSlimeBoss	Text		Ivy the Poisonous Mass	Ivy la masse empoisonnée
Names/ScarabBoss	Text		Ra-Akar the Sand Titan	Ra-Akar le titan des sables
Names/ShamanBoss	Text		Malugaz the Corrupted	Malugaz le Corrompu
Names/SlimeBoss	Text		Glurch the Abominous Mass	Glurch la masse abominable
Names/SlipperySlimeBoss	Text		Morpha the Aquatic Mass	Morpha la masse aquatique
Names/SnakeBoss	Text		Atlantean Worm	Ver Atlantéen
Names/SoulOfAzeos	Text		Azeos	Azeos
Names/SoulOfOmoroth	Text		Omoroth	Omoroth
Names/SoulOfScarab	Text		Ra-Akar	Ra-Akar
None	Text		None	Aucun
NonePlayableTitleInfoText	Text		This version of the game is not available, however, you can of course still play the latest Early Access build on the default Steam branch. If you think you were supposed to have access to an exclusive version of the game, please get in touch with your relevant point of contact on the publisher's end.	Cette version du jeu n'est pas disponible, cependant, vous pouvez bien sûr toujours jouer à la dernière version Early Access sur la branche Steam par défaut. Si vous pensez que vous étiez censé avoir accès à une version exclusive du jeu, veuillez contacter votre point de contact concerné du côté de l'éditeur.
NormalMode	Text		Normal	Normal
NormalModeDesc	Text		This is the standard mode.	C'est le mode standard.
OffHandMechanics/Dash	Text		Dash forward at {0}% movement speed	Foncez vers l'avant à {0} % de vitesse de déplacement
OffHandMechanics/Shield	Text		Shield yourself and reduce any incoming damage by {0}%	Protégez-vous et réduisez les dégâts entrants de {0} %
OpenBeta	Text		Open Beta	Bêta ouverte
OpenContainer	Text		Open container	Conteneur ouvert
OpenCrackedEgg	Text		Hatch egg	Oeuf à couver
OptionNumber	Text	{0} will be replaced with a number	Option {0}	Options {0}
PantsVanitySlot	Text		Pants vanity slot	Emplacement cosmétique de jambières
PetTalents/ApplyBurnBuff	Text		Rising Phoenix	Phénix en Ascension
PetTalents/ApplyBurnMelee	Text		Burning Anger	Colère Ardente
PetTalents/ApplyBurnRange	Text		Burning Anger	Colère Ardente
PetTalents/ApplyPoisonBuff	Text		Vile Droppings	Déjections Infâmes
PetTalents/ApplyPoisonMelee	Text		Bite Wound Infection	Infection par Morsure
PetTalents/ApplyPoisonRange	Text		Bite Wound Infection	Infection par Morsure
PetTalents/ApplySlimeBuff	Text		Mucus Missile	Missile de Mucus
PetTalents/ApplySlimeMelee	Text		Sticky Toy	Jouet Collant
PetTalents/ApplySlimeRange	Text		Sticky Toy	Jouet Collant
PetTalents/ApplySlipperyBuff	Text		Coated Feather	Plume Enduite
PetTalents/ApplySlipperyMelee	Text		Icky Tounge	Langue Gluante
PetTalents/ApplySlipperyRange	Text		Icky Tounge	Langue Gluante
PetTalents/ApplyStunBuff	Text		Secret Neck Grip	Poignée de Cou Secrète
PetTalents/ApplyStunMelee	Text		Paralyzing Fangs	Crocs Paralysants
PetTalents/ApplyStunRange	Text		Paralyzing Fangs	Crocs Paralysants
PetTalents/BlueGlowBuff	Text		Moon Glow	Lueur de Lune
PetTalents/BlueGlowMelee	Text		Soul Animal	L'âme Animale
PetTalents/BlueGlowRange	Text		Soul Animal	L'âme Animale
PetTalents/BossDamageBuff	Text		Alpha Instincts	Instincts Alpha
PetTalents/BossDamageMelee	Text		Asserting Dominance	Affirmer sa Domination
PetTalents/BossDamageRange	Text		Asserting Dominance	Affirmer sa Domination
PetTalents/ChanceToConsumeBurningBuff	Text		Bellows	Soufflets
PetTalents/ChanceToConsumeBurningMelee	Text		Flaming Treat	Traitements Flamboyants
PetTalents/ChanceToConsumeBurningRange	Text		Flaming Treat	Traitements Flamboyants
PetTalents/ChanceToDealTripleDamageBuff	Text		Triple Trouble	Problème Triple
PetTalents/ChanceToDealTripleDamageMelee	Text		Off-Leash	En Liberté
PetTalents/ChanceToDealTripleDamageRange	Text		Off-Leash	En Liberté
PetTalents/CritChanceBuff	Text		Spirit of the Hawk	L'Esprit du Faucon
PetTalents/CritChanceMelee	Text		Laser Pointer Play	Jeu du Pointeur Laser
PetTalents/CritChanceRange	Text		Laser Pointer Play	Jeu du Pointeur Laser
PetTalents/CritDamageBuff	Text		Crane Style	Style de Grue
PetTalents/CritDamageMelee	Text		Breaking Skin	Peau Cassée
PetTalents/CritDamageRange	Text		Breaking Skin	Peau Cassée
PetTalents/DamageBasedOnTargetRemainingHealthBuff	Text		Inflated Target	Cible gonflée
PetTalents/DamageBasedOnTargetRemainingHealthMelee	Text		Hungry Fang	Crocs affamés
PetTalents/DamageBasedOnTargetRemainingHealthRange	Text		Hungry Fang	Crocs affamés
PetTalents/DamageIncreaseAgainstStunnedBuff	Text		Paralyze Pawnch	Paralyser le pion
PetTalents/DamageIncreaseAgainstStunnedMelee	Text		Predator's Mark	Marque du prédateur
PetTalents/DamageIncreaseAgainstStunnedRange	Text		Predator's Mark	Marque du prédateur
PetTalents/MeleeAttackSpeedBuff	Text		Divebombing	Plongée en piqué
PetTalents/MeleeAttackSpeedMelee	Text		Leap Attack	L'attaque par bonds
PetTalents/MeleeDamageBuff	Text		Plume Power	Puissance des Plume
PetTalents/MeleeDamageMelee	Text		Puffing Up	Le gonflement
PetTalents/MovementSpeedBuff	Text		Avian Run	Course d'oiseaux
PetTalents/MovementSpeedMelee	Text		Zoomies	Zoomies
PetTalents/MovementSpeedRange	Text		Zoomies	Zoomies
PetTalents/OrangeGlowBuff	Text		Sun Glow	Lueur de soleil
PetTalents/OrangeGlowMelee	Text		Spirit Animal	Esprit animal
PetTalents/OrangeGlowRange	Text		Spirit Animal	Esprit animal
PetTalents/PiercingProjectilesBuff	Text		Hypersonic Talon	Talon hypersonique
PetTalents/PiercingProjectilesRange	Text		Hypersonic Claw	Griffe hypersonique
PetTalents/RangeAttackSpeedBuff	Text		Flock Together	Se regrouper
PetTalents/RangeAttackSpeedRange	Text		Leap Attack	L'attaque par bonds
PetTalents/RangeDamageBuff	Text		Plume Projectile	Projectile Plume
PetTalents/RangeDamageRange	Text		Puffing Up	Le gonflement
PetTalents/StunDurationBuff	Text		Taxidermy	Taxidermy
PetTalents/StunDurationMelee	Text		Intimidating Presence	Présence intimidante
PetTalents/StunDurationRange	Text		Intimidating Presence	Présence intimidante
PlusOne	Text		(+1)	(+1)
Rarity/Common	Text		Common	Commun
Rarity/CommonFemale	Text		Common	Commun
Rarity/CommonMale	Text		Common	Commun
Rarity/Epic	Text		Epic	Épique
Rarity/EpicFemale	Text		Epic	Épique
Rarity/EpicMale	Text		Epic	Épique
Rarity/Legendary	Text		Legendary	Légendaire
Rarity/LegendaryFemale	Text		Legendary	Légendaire
Rarity/LegendaryMale	Text		Legendary	Légendaire
Rarity/Poor	Text		Poor	Pauvre
Rarity/PoorFemale	Text		Poor	Pauvre
Rarity/PoorMale	Text		Poor	Pauvre
Rarity/Rare	Text		Rare	Rare
Rarity/RareFemale	Text		Rare	Rare
Rarity/RareMale	Text		Rare	Rare
Rarity/Uncommon	Text		Uncommon	Rare
Rarity/UncommonFemale	Text		Uncommon	Rare
Rarity/UncommonMale	Text		Uncommon	Rare
Recipes	Text	"Title for recipes of foods, {0} will be replaced with a number indicating the current amount of known recipes
"	Recipes ({0})	Recettes ({0})
ReinforceButtonDesc	Text		Toggle to reinforce tools, weapons and equipment. Reinforcing will improve the stats of the item by a small amount and also extend the durability.	Basculer pour renforcer les outils, les armes et l'équipement. Le renforcement améliorera légèrement les statistiques de l'objet et prolongera également sa durabilité.
ReinforceButtonTitle	Text		Reinforce	Renforcer
RepairButtonDesc	Text		Toggle to repair tools, weapons and equipment.	Basculer pour réparer les outils, les armes et l'équipement.
RepairButtonTitle	Text		Repair	Réparation
Roles/Chef	Text		Chef	Chef
Roles/ChefDesc	Text		A culinary expert preparing food for anyone in need.	Un expert culinaire préparant de la nourriture pour toute personne dans le besoin.
Roles/Explorer	Text		Explorer	Explorateur
Roles/ExplorerDesc	Text		An experienced traveller who always brings a few torches.	Un voyageur expérimenté qui apporte toujours quelques torches.
Roles/Fighter	Text		Fighter	Combattant
Roles/FighterDesc	Text		A fighter with great self-defence and the power to defend their allies.	Un combattant avec une grande autodéfense et le pouvoir de défendre ses alliés.
Roles/Fisherman	Text		Fisherman	Pêcheur
Roles/FishermanDesc	Text		A patient fisherman with a fishing rod at hand and an eye on the lure.	Un pêcheur patient avec une canne à pêche à portée de main et un œil sur le leurre.
Roles/Gardener	Text		Gardener	Jardinier
Roles/GardenerDesc	Text		A seasoned farmer with green fingers eager to turn some soil.	Un agriculteur chevronné avec la main verte désireux de retourner un peu de terre.
Roles/Miner	Text		Miner	Mineur
Roles/MinerDesc	Text		A veteran miner knowledgeable about breaking down walls effectively.	Un mineur chevronné qui sait abattre efficacement les murs.
Roles/Nomad	Text		Nomad	Nomade
Roles/NomadDesc	Text		An ordinary person without starting equipment but all the possibilities.	Une personne ordinaire sans matériel de départ mais toutes les possibilités.
Roles/Ranger	Text		Ranger	Ranger
Roles/RangerDesc	Text		A swift fighter with a keen eye that's trained to hit enemies from far away.	Un combattant rapide à l'œil vif, entraîné à frapper les ennemis de loin.
SalvageButtonDesc	Text		Salvage tools, weapons and equipment to gain scrap parts and some of the crafting materials back. Items with less durability gives back less materials.	Récupérez des outils, des armes et de l'équipement pour récupérer des pièces de rebut et certains matériaux d'artisanat. Les articles avec moins de durabilité donnent moins de matériaux.
SalvageButtonTitle	Text		Salvage	Sauvetage
Salvaging	Text	"Shown as title in the salvage and repair UI
"	Salvaging	Récupération
ScanWorld	Text		Scan the world	Scannez le monde
Seasons/Anniversary	Text		Anniversary	Anniversaire
Seasons/CherryBlossom	Text		Cherry blossom	Fleur de cerisier
Seasons/Christmas	Text		Christmas	Noël
Seasons/Easter	Text		Easter	Pâques
Seasons/Halloween	Text		Halloween	Halloween
Seasons/None	Text		None	Aucun
Seasons/Valentine	Text		Valentine	Valentin
Simple	Text		Simple	Simple
SkillIncrease/Cooking	Text		+ {0} cooking	+ {0} cuisine
SkillIncrease/Crafting	Text		+ {0} crafting	+ {0} artisanat
SkillIncrease/Fishing	Text		+ {0} fishing	+ {0} pêche
SkillIncrease/Gardening	Text		+ {0} gardening	+ {0} jardinage
SkillIncrease/Melee	Text		+ {0} melee	+ {0} mêlée
SkillIncrease/Mining	Text		+ {0} mining	+ {0} minage
SkillIncrease/Range	Text		+ {0} range combat	+ {0} distance
SkillIncrease/Running	Text		+ {0} running	+ {0} course
SkillIncrease/Vitality	Text		+ {0} vitality	+ {0} vitalité
SkillTalents/ArmorIncreaseFromMovementSpeed	Text		Breaking barriers	Faire tomber les barrières
SkillTalents/ChanceForExtraOre	Text		Meticulous miner	Mineur méticuleux
SkillTalents/ChanceForRandomLootFromWall	Text		Archeologist	Archéologue
SkillTalents/ChanceOnMeleeHitToIncreaseRangeDamage	Text		Taking a step back	Prendre du recul
SkillTalents/ChanceOnRangeHitToIncreaseMeleeDamage	Text		Charging in	Chargez!
SkillTalents/ChanceToApplyPoison	Text		Poison coated weapons	Armes empoisonnées
SkillTalents/ChanceToApplySlimeOnRangeHit	Text		Slimy bullets	Balles visqueuses
SkillTalents/ChanceToGainHigherRarityCookedFood	Text		Master chef	Chef cuisinier
SkillTalents/ChanceToGainHigherRarityPlants	Text		Expert gardener	Jardinier expert
SkillTalents/ChanceToNotDieOnLethalHit	Text		Cheat death	Tromper la mort
SkillTalents/ChanceToRestoreHealthOnMeleeHit	Text		Seething blade	Lame bouillonnante
SkillTalents/ChanceToStunOnRangeHit	Text		Stun shot	Coup étourdissant
SkillTalents/CostReductionAtAnvil	Text		Blacksmith	Forgeron
SkillTalents/CriticalDamageMultiplier	Text		Amplified precision	Précision amplifiée
SkillTalents/CriticalHitMultiplier	Text		Thorny weapons	Armes épineuses
SkillTalents/DamageIncreaseAgainstBosses	Text		Strength of the Ancients	La force des anciens
SkillTalents/DamageIncreaseAgainstPoisoned	Text		Potent poison	Puissant poison
SkillTalents/DamageIncreaseAtLowerHealth	Text		Desperate fighter	Combattant désespéré
SkillTalents/DamageIncreaseAtMaxHealth	Text		Strong and healthy	Fort et sain
SkillTalents/DodgeChanceIncrease	Text		Studied patterns	Motifs étudiés
SkillTalents/DodgeIncreaseWhileStandingStill	Text		Balanced stance	Position équilibrée
SkillTalents/DrainLessHunger	Text		Endurance runner	Coureur d'endurance
SkillTalents/EquipmentDurabilityLastsLonger	Text		High quality equipment	Équipement de haute qualité
SkillTalents/ExplosivesImprovement	Text		Explosives engineer	Ingénieur en explosifs
SkillTalents/ExtraItemChanceAtAlchemyTable	Text		Alchemist	Alchimiste
SkillTalents/ExtraItemChanceAtBaseBuilding	Text		Base builder	Constructeur
SkillTalents/ExtraItemChanceAtRailsWiresAndBelts	Text		Industry specialist	Spécialiste de l'industrie
SkillTalents/FishBitesFaster	Text		Improved bait	Appât amélioré
SkillTalents/FishChanceIncrease	Text		Fisherman's luck	La chance du pêcheur
SkillTalents/FishStartsCloserToBeReeledIn	Text		Angler's advantage	L'avantage du pêcheur
SkillTalents/FishingAsRangeDamage	Text		Well-trained aim	Objectif bien formé
SkillTalents/FoodBuffsLastLonger	Text		Long-lasting food	Nourriture de longue durée
SkillTalents/GainMoreFood	Text		Eat your vegetables!	Mange tes légumes!
SkillTalents/GainMoreFoodFromCookedFood	Text		Utilizing every nutrient	Utiliser tous les nutriments
SkillTalents/GuaranteedRangeCritsChance	Text		Weakness detection	Détection de faiblesse
SkillTalents/HealingEffectivenessIncrease	Text		Healing potency	Pouvoir de guérison
SkillTalents/HealingPotionAddHealOverTime	Text		Lingering potions	Potions persistantes
SkillTalents/HealthRegenIncreaseBelowHalfHealth	Text		Stayin' alive	Rester vivant
SkillTalents/ImprovedWaterCan	Text		Bottomless water can	Bidon d'eau sans fond
SkillTalents/IncreaseAttackSpeedFromCookedFood	Text		Fast food	Fast food
SkillTalents/IncreaseAttackSpeedOnNextThreeAttacksChance	Text		Fast and furious	Rapide et furieux
SkillTalents/IncreaseDamageForAllNearbyAllies	Text		The smell of food	L'odeur de la nourriture
SkillTalents/IncreaseDamageWhenEatingFish	Text		Power of Omega-3!	Pouvoir des Oméga-3!
SkillTalents/IncreasedArmorAtLowHealth	Text		Unbreakable	Incassable
SkillTalents/KnockbackChance	Text		Heavy swings	Balançoires lourdes
SkillTalents/MaxHealthIncreaseFromAllSkillPoints	Text		Maxed out!	Au maximum!
SkillTalents/MeleeAttackSpeed	Text		Quick strikes	Frappes rapides
SkillTalents/MeleeDamageIncreaseOnHittingSameTarget	Text		Stubborn fighter	Combattant têtu
SkillTalents/MiningDamageAsMeleeDamage	Text		Miner's strength	La force du mineur
SkillTalents/MiningDamagePercentage	Text		Efficient excavation	Excavation efficace
SkillTalents/MiningSpeedIncrease	Text		Mine, mine, mine!	Mine, mine, mine!
SkillTalents/MovementIncreaseAfterConsistentRunning	Text		Gotta go fast!	Pas le temps!
SkillTalents/MovementIncreaseAfterDodge	Text		On your toes	Sur tes orteils
SkillTalents/MovementIncreaseAfterMining	Text		Pick and run!	Ramasses et coures!
SkillTalents/NearbyAlliesGainHealingFromCookedFood	Text		Sharing is caring	Partager c'est aimer
SkillTalents/NearbyEnemiesSlowedDown	Text		Encumbering presence	Présence encombrante
SkillTalents/PolishedItemChanceAtJewelryTable	Text		Jewelry crafter	Artisan de bijoux
SkillTalents/RangeAttackSpeed	Text		Rapid shots	Coups rapides
SkillTalents/ReducedDamageTakenFromBosses	Text		Protection of the Ancients	Protection des Anciens
SkillTalents/ReducedImpactOfSlipperyMovement	Text		Steady feet	Pieds stables
SkillTalents/RodRangeIncrease	Text		Throwing expert	Spécialiste du lancer
SkillTalents/SeedFromPlantChanceIncrease	Text		Grateful gardener	Jardinier reconnaissant
SkillTalents/SnareTimeReduction	Text		Escape artist	Artiste de l'évasion
SkillTalents/StackingDamageWhileRunning	Text		Keeping tempo	Garder le rythme
SkillTalents/StackingMeleeDamage	Text		Building anger	Construire la colère
SkillTalents/StackingRangeDamage	Text		Keeping momentum	Garder l'élan
SkillTalents/StandingStillIncreaseRangeDamage	Text		Focused accuracy	Concentration extrême
SkillTalents/StrongerWellFedBuffs	Text		Healthy diet	Régime équilibré
SkillTalents/ThornsDamageIncrease	Text		Thorny skin	Peau épineuse
SkillTalents/ToolDurabilityLastsLonger	Text		The right tools in the right hands	Les bons outils entre de bonnes mains
SkillTalents/VisibleOreDistance	Text		Night vision	Vision nocturne
SkillTalents/WellFedBuffsThresholdReduction	Text		Not so picky	Pas si pointilleux
Skills/Cooking	Text		Cooking	Cuisine
Skills/CookingDesc	Text		Grabbing cooked food from the cooking pot increases the chance of gaining additional cooked food.	Ramasser des aliments cuits dans la marmite augmente les chances d'obtenir des aliments cuits supplémentaires.
Skills/CookingPerk	Text		+{0} Cooking skill	+{0} Compétence culinaire
Skills/Crafting	Text		Crafting	Artisanat
Skills/CraftingDesc	Text		Crafting items increases your physical durability.	Fabriquer des objets augmente votre durabilité physique.
Skills/CraftingPerk	Text		+{0} Crafting skill	+{0} compétence d'artisanat
Skills/Fishing	Text		Fishing	Pêche
Skills/FishingDesc	Text		Reeling up fish or other treasures from waters increases your fishing skill.	Remonter des poissons ou d'autres trésors des eaux augmente vos compétences de pêche.
Skills/FishingPerk	Text		+{0} Fishing skill	+{0} compétence de pêche
Skills/Gardening	Text		Gardening	Jardinage
Skills/GardeningDesc	Text		Harvesting plants gives you green fingers, allowing you to gain extra plants.	La récolte des plantes vous donne la main verte, vous permettant d'obtenir des plantes supplémentaires.
Skills/GardeningPerk	Text		+{0} Gardening skill	+{0} compétence de jardinage
Skills/Melee	Text		Melee combat	Combat au corps à corps
Skills/MeleeDesc	Text		Fighting in melee increases your strength.	Combattre au corps à corps augmente votre force.
Skills/MeleePerk	Text		+{0} Melee skill	+{0} compétence de combat en corps à corps
Skills/Mining	Text		Mining	Minage
Skills/MiningDesc	Text		Excavating walls increases your mining damage.	Creuser des murs augmente vos dégâts de minage.
